name,published_at,status,url,validity,valid_from,valid_to,epoch_valid_from,epoch_valid_to,recently_added,address,latitude,longitude
Gymnasium Dresden-Gorbitz in Dresden,2021-12-14,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_14_GYM_Dresden_Gorbitz.pdf,15.12.2021 bis 22.12.2021,2021-12-15 00:00:00,2021-12-22 00:00:00,1639526400.0,1640131200.0,False,"Leutewitzer Ring 141, 01169 Dresden, Deutschland",51.04709,13.678168
51. Grundschule „An den Platanen“ in Dresden,2021-12-13,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_13_51_GS_Dresden.pdf,14.12.2021 bis 21.12.2021,2021-12-14 00:00:00,2021-12-21 00:00:00,1639440000.0,1640044800.0,False,"Rosa-Menzer-Str. 24, 01309 Dresden, Deutschland",51.0467403,13.7895484
66. Oberschule Dresden,2021-12-13,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_13_66_OS_Dresden.pdf,14.12.2021 bis 22.12.2021,2021-12-14 00:00:00,2021-12-22 00:00:00,1639440000.0,1640131200.0,False,"Dieselstraße 55, 01257 Dresden, Deutschland",51.01127150000001,13.8297433
95. Grundschule „Caroline Neuber“ in Dresden,2021-12-13,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_13_95_GS_Dresden.pdf,14.12.2021 bis 17.12.2021,2021-12-14 00:00:00,2021-12-17 00:00:00,1639440000.0,1639699200.0,False,"Donathstraße 10, 01279 Dresden, Deutschland",51.02807,13.82993
102. Grundschule „Johanna“ in Dresden,2021-12-13,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_13_102_Grundschule_Johanna_Dresden.pdf,14.12.2021 bis 22.12.2021,2021-12-14 00:00:00,2021-12-22 00:00:00,1639440000.0,1640131200.0,False,"Pfotenhauerstraße 40, 01307 Dresden, Deutschland",51.0559243,13.7661343
12. Grundschule Dresden,2021-12-13,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_13_12GS_DD.pdf,14.12.2021 bis 22.12.2021,2021-12-14 00:00:00,2021-12-22 00:00:00,1639440000.0,1640131200.0,False,"Hebbelstraße 20, 01157 Dresden, Deutschland",51.0544532,13.6854273
33. Grundschule Dresden,2021-12-13,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_13_33GS_DD.pdf,14.12.2021 bis 22.12.2021,2021-12-14 00:00:00,2021-12-22 00:00:00,1639440000.0,1640131200.0,False,"Marienberger Str. 5, 01279 Dresden, Deutschland",51.02646,13.80563
"50. Grundschule Dresden ""Gertrud Caspari"" in Dresden",2021-12-13,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_13_50_GS_DD.pdf,14.12.2021 bis 22.12.2021,2021-12-14 00:00:00,2021-12-22 00:00:00,1639440000.0,1640131200.0,False,"Dörnichtweg 54, 01109 Dresden, Deutschland",51.1231,13.77927
85. Grundschule Dresden,2021-12-13,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_13_85_GS_DD.pdf,14.12.2021 bis 22.12.2021,2021-12-14 00:00:00,2021-12-22 00:00:00,1639440000.0,1640131200.0,False,"Radeburger Str. 168, 01109 Dresden, Deutschland",51.11639,13.73042
89. Grundschule Dresden,2021-12-13,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_13_89_GS_DD.pdf,14.12.2021 bis 22.12.2021,2021-12-14 00:00:00,2021-12-22 00:00:00,1639440000.0,1640131200.0,False,"Sosaer Str. 10, 01257 Dresden, Deutschland",50.9995288,13.8248406
90. Grundschule Dresden,2021-12-13,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_13_90_GS_DD.pdf,14.12.2021 bis 22.12.2021,2021-12-14 00:00:00,2021-12-22 00:00:00,1639440000.0,1640131200.0,False,"Kleinlugaer Str. 25, 01259 Dresden, Deutschland",50.98831,13.83486
Gymnasium Klotzsche in Dresden,2021-12-13,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_13_GY_Klotzsche_DD.pdf,14.12.2021 bis 17.12.2021,2021-12-14 00:00:00,2021-12-17 00:00:00,1639440000.0,1639699200.0,False,"Karl-Marx-Straße 44, 01109 Dresden, Deutschland",51.11537,13.77292
Gymnasium Dresden-Bühlau in Dresden,2021-12-13,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_13_GYM_Buehlau.pdf,14.12.2021 bis 20.12.2021,2021-12-14 00:00:00,2021-12-20 00:00:00,1639440000.0,1639958400.0,False,"Quohrener Str. 12, 01324 Dresden, Deutschland",51.0599869,13.8553096
Neue Waldorfschule Dresden,2021-12-13,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_13_Neue_Waldorfschule_Dresden.pdf,14.12.2021 bis 22.12.2021,2021-12-14 00:00:00,2021-12-22 00:00:00,1639440000.0,1640131200.0,False,"Marienallee 5, 01099 Dresden, Deutschland",51.0721557,13.7649726
St. Franziskus Schule in Dresden,2021-12-13,befristet vollständig geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_13_St_Franziskus.pdf,14.12.2021 bis 22.12.2021,2021-12-14 00:00:00,2021-12-22 00:00:00,1639440000.0,1640131200.0,False,"Dornblüthstraße 31, 01277 Dresden, Deutschland",51.0429816,13.7987445
Private Ganztagsgrundschule der Privaten Schule IBB gGmbH Dresden,2021-12-13,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_13_Private_Ganztagsgrundschule_Dresden.pdf,14.12.2021 bis 17.12.2021,2021-12-14 00:00:00,2021-12-17 00:00:00,1639440000.0,1639699200.0,False,"Paul-Gerhardt-Straße 17, 01309 Dresden, Deutschland",51.0511379,13.7823623
"101. Oberschule ""Johannes Gutenberg"" in Dresden",2021-12-13,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_13_101_Oberschule.pdf,14.12.2021 bis 21.12.2021,2021-12-14 00:00:00,2021-12-21 00:00:00,1639440000.0,1640044800.0,False,"Pfotenhauerstraße 42, 01307 Dresden, Deutschland",51.05612,13.76749
"32. Grundschule Dresden ""Sieben Schwaben"" in Dresden",2021-12-10,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_10_32_GS.pdf,11.12.2021 bis 17.12.2021,2021-12-11 00:00:00,2021-12-17 00:00:00,1639180800.0,1639699200.0,False,"Hofmannstraße 34, 01277 Dresden, Deutschland",51.04249129999999,13.8124223
"82. Grundschule Dresden ""Am Königswald"" in Dresden",2021-12-10,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_10_82_GS_Dresden.pdf,11.12.2021 bis 17.12.2021,2021-12-11 00:00:00,2021-12-17 00:00:00,1639180800.0,1639699200.0,False,"Gertrud-Caspari-Straße 9, 01109 Dresden, Deutschland",51.11458,13.78031
106. Grundschule Dresden in Dresden,2021-12-10,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_10_106GS.pdf,11.12.2021 bis 17.12.2021,2021-12-11 00:00:00,2021-12-17 00:00:00,1639180800.0,1639699200.0,False,"Großenhainer Str. 187, 01129 Dresden, Deutschland",51.0907828,13.7210057
Berufliches Schulzentrum für Wirtschaft „Prof. Dr. Zeigner“ in Dresden,2021-12-10,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_10_BSZ_Zeigner_Dresden.pdf,11.12.2021 bis 21.12.2021,2021-12-11 00:00:00,2021-12-21 00:00:00,1639180800.0,1640044800.0,False,"Melanchthonstraße 9, 01099 Dresden, Deutschland",51.0609652,13.7536491
Gymnasium Bürgerwiese in Dresden,2021-12-10,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_10_GYM_Buergerwiese_Dresden.pdf,13.12.2021 bis 17.12.2021,2021-12-13 00:00:00,2021-12-17 00:00:00,1639353600.0,1639699200.0,False,"Parkstraße 4, 01069 Dresden, Deutschland",51.0386886,13.7444305
Gymnasium Dresden-Bühlau in Dresden,2021-12-10,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_10_Gymnasium_Dresden_Buehlau.pdf,11.12.2021 bis 17.12.2021,2021-12-11 00:00:00,2021-12-17 00:00:00,1639180800.0,1639699200.0,False,"Quohrener Str. 12, 01324 Dresden, Deutschland",51.0599869,13.8553096
Kulturwerkschule Dresden,2021-12-10,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_10_Kulturwerkschule_Dresden.pdf,11.12.2021 bis 17.12.2021,2021-12-11 00:00:00,2021-12-17 00:00:00,1639180800.0,1639699200.0,False,"Maxim-Gorki-Straße 42, 01127 Dresden, Deutschland",51.0892073,13.7298744
Oberschule Pieschen in Dresden,2021-12-10,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_10_Oberschule_Dresden_Pieschen.pdf,11.12.2021 bis 17.12.2021,2021-12-11 00:00:00,2021-12-17 00:00:00,1639180800.0,1639699200.0,False,"Robert-Matzke-Straße 14, 01127 Dresden, Deutschland",51.0803418,13.7216809
Private Ganztagsgrundschule der Privaten Schule IBB gGmbH Dresden in Dresden,2021-12-10,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_10_Privaten_Ganztagsgrundschule.pdf,11.12.2021 bis 17.12.2021,2021-12-11 00:00:00,2021-12-17 00:00:00,1639180800.0,1639699200.0,False,"Paul-Gerhardt-Straße 17, 01309 Dresden, Deutschland",51.0511379,13.7823623
"25. Grundschule ""Am Pohlandplatz"" in Dresden",2021-12-09,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_09_25GS_DD.pdf,10.12.2021 bis 20.12.2021,2021-12-10 00:00:00,2021-12-20 00:00:00,1639094400.0,1639958400.0,False,"Pohlandstraße 40, 01309 Dresden, Deutschland",51.0438753,13.7934419
85. Grundschule Dresden,2021-12-09,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_09_85GS_DD.pdf,10.12.2021 bis 17.12.2021,2021-12-10 00:00:00,2021-12-17 00:00:00,1639094400.0,1639699200.0,False,"Radeburger Str. 168, 01109 Dresden, Deutschland",51.11639,13.73042
Robinsonschule – Schule mit dem Förderschwerpunkt geistige Entwicklung in Dresden,2021-12-09,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_09_Robinsonschule_FS_Dresden.pdf,10.12.2021 bis 17.12.2021,2021-12-10 00:00:00,2021-12-17 00:00:00,1639094400.0,1639699200.0,False,"Schweizer Str. 7, 01069 Dresden, Deutschland",51.03915,13.7258601
"14. Grundschule Dresden ""Im Schweizer Viertel"" in Dresden",2021-12-08,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_08_14_Grundschule_Dresden.pdf,09.12.2021 bis 17.12.2021,2021-12-09 00:00:00,2021-12-17 00:00:00,1639008000.0,1639699200.0,False,"Schweizer Str. 7, 01069 Dresden, Deutschland",51.0392125,13.7256804
62. Grundschule „Friedrich Schiller“ in Dresden,2021-12-08,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_08_62_GS_Dresden.pdf,09.12.2021 bis 17.12.2021,2021-12-09 00:00:00,2021-12-17 00:00:00,1639008000.0,1639699200.0,False,"Pillnitzer Landstraße 38, 01326 Dresden, Deutschland",51.050468,13.819445
92. Grundschule An der Aue in Dresden,2021-12-08,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_08_92_GS_Dresden.pdf,09.12.2021 bis 17.12.2021,2021-12-09 00:00:00,2021-12-17 00:00:00,1639008000.0,1639699200.0,False,"Großzschachwitzer Str. 29, 01259 Dresden, Deutschland",51.0035888,13.8434295
Melli-Beese-Oberschule (Schule in freier Trägerschaft) in Dresden,2021-12-08,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_08_Melli_Beese_OS_Dresden.pdf,09.12.2021 bis 17.12.2021,2021-12-09 00:00:00,2021-12-17 00:00:00,1639008000.0,1639699200.0,False,"Marienallee 12, 01099 Dresden, Deutschland",51.0747907,13.769128
"16. Grundschule ""Josephine"" Dresden",2021-12-08,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_08_16GS_DD.pdf,09.12.2021 bis 17.12.2021,2021-12-09 00:00:00,2021-12-17 00:00:00,1639008000.0,1639699200.0,False,"Josephinenstraße 6, 01069 Dresden, Deutschland",51.04527,13.72957
35. Oberschule Dresden,2021-12-08,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_08_35OS_Dresden.pdf,09.12.2021 bis 17.12.2021,2021-12-09 00:00:00,2021-12-17 00:00:00,1639008000.0,1639699200.0,False,"Clara-Zetkin-Straße 20, 01159 Dresden, Deutschland",51.03865,13.6970139
49. Grundschule Dresden „Bernhard August von Lindenau“ in Dresden,2021-12-08,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_08_49_GS_Dresden.pdf,09.12.2021 bis 17.12.2021,2021-12-09 00:00:00,2021-12-17 00:00:00,1639008000.0,1639699200.0,False,"Bernhardstraße 80, 01187 Dresden, Deutschland",51.0293741,13.7151032
32. Oberschule Dresden,2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_07_32_Oberschule_Dresden.pdf,08.12.2021 bis 17.12.2021,2021-12-08 00:00:00,2021-12-17 00:00:00,1638921600.0,1639699200.0,False,"Kipsdorfer Str. 153, 01279 Dresden, Deutschland",51.03477239999999,13.8152402
"101. Oberschule ""Johannes Gutenberg"" in Dresden",2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_07_101_Oberschule.pdf,08.12.2021 bis 17.12.2021,2021-12-08 00:00:00,2021-12-17 00:00:00,1638921600.0,1639699200.0,False,"Pfotenhauerstraße 42, 01307 Dresden, Deutschland",51.05612,13.76749
8. Grundschule Dresden,2021-12-07,befristet vollständig geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_07_8_GS_Dresden.pdf,08.12.2021 bis 17.12.2021,2021-12-08 00:00:00,2021-12-17 00:00:00,1638921600.0,1639699200.0,False,"Konkordienstraße 12, 01127 Dresden, Deutschland",51.07556,13.72783
"25. Grundschule ""Am Pohlandplatz"" in Dresden",2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_07_25_GS_DD.pdf,08.12.2021 bis 17.12.2021,2021-12-08 00:00:00,2021-12-17 00:00:00,1638921600.0,1639699200.0,False,"Pohlandstraße 40, 01309 Dresden, Deutschland",51.0438753,13.7934419
47. Grundschule Dresden,2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_07_47GS_DD.pdf,08.12.2021 bis 17.12.2021,2021-12-08 00:00:00,2021-12-17 00:00:00,1638921600.0,1639699200.0,False,"Mockritzer Str. 19, 01219 Dresden, Deutschland",51.02384,13.76169
77. Grundschule „An den Seegärten“ in Dresden,2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_07_77_GS_Dresden.pdf,08.12.2021 bis 17.12.2021,2021-12-08 00:00:00,2021-12-17 00:00:00,1638921600.0,1639699200.0,False,"Am Urnenfeld 27, 01157 Dresden, Deutschland",51.08171309999999,13.6525274
90. Grundschule Dresden,2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_07_90_GS_Dresden.pdf,08.12.2021 bis 17.12.2021,2021-12-08 00:00:00,2021-12-17 00:00:00,1638921600.0,1639699200.0,False,"Kleinlugaer Str. 25, 01259 Dresden, Deutschland",50.98831,13.83486
147. Grundschule Dresden,2021-12-07,befristet vollständig geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_07_147_GS_DD.pdf,08.12.2021 bis 17.12.2021,2021-12-08 00:00:00,2021-12-17 00:00:00,1638921600.0,1639699200.0,False,"Döbelner Str. 6, 01129 Dresden, Deutschland",51.08945629999999,13.735059
"Schule zur Lernförderung – ""A. S. Makarenko"" Förderzentrum in Dresden",2021-12-07,befristete Beschulung im Wechselmodell,https://www.smk.sachsen.de/ppdf/2021_12_07_FZ_Makarenko_DD.pdf,gestaffelt 08.12.2021 bis 22.12.2021,,2021-12-22 00:00:00,1638921600.0,,False,"Leisniger Str. 76, 01127 Dresden, Deutschland",51.0825365,13.7220184
Martin-Andersen-Nexö-Gymnasium in Dresden,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_06_Nexoe_Gymnasium_Dresden.pdf,07.12.2021 bis 17.12.2021,2021-12-07 00:00:00,2021-12-17 00:00:00,1638835200.0,1639699200.0,False,"Haydnstraße 49, 01309 Dresden, Deutschland",51.0463489,13.7797888
Grundschule Cossebaude in Dresden,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_06_Grundschule_Cossebaude.pdf,07.12.2021 bis 16.12.2021,2021-12-07 00:00:00,2021-12-16 00:00:00,1638835200.0,1639612800.0,False,"Bahnhofstraße 5, 01156 Dresden, Deutschland",51.0859,13.63033
93. Grundschule Dresden,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_06_93_GS _DD.pdf,07.12.2021 bis 17.12.2021,2021-12-07 00:00:00,2021-12-17 00:00:00,1638835200.0,1639699200.0,False,"Dobritzer Weg 1, 01237 Dresden, Deutschland",51.0152332,13.8154845
Oberschule Cossebaude in Dresden,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_06_OS_Cossebaude.pdf,07.12.2021 bis 17.12.2021,2021-12-07 00:00:00,2021-12-17 00:00:00,1638835200.0,1639699200.0,False,"Erna-Berger-Straße 1, 01156 Dresden, Deutschland",51.0876475,13.6269989
Jan-Amos-Comenius-Grundschule in Chemnitz,2021-12-16,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_16_Jan_Amos_Comenius_Grundschule.pdf,17.12.2021 bis 22.12.2021,2021-12-17 00:00:00,2021-12-22 00:00:00,1639699200.0,1640131200.0,True,"Comeniusstraße 1, 09120 Chemnitz, Deutschland",50.81048,12.91431
Gymnasium Einsiedel in Chemnitz,2021-12-15,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_15_GYM_Einsiedel.pdf,16.12.2021 bis 22.12.2021,2021-12-16 00:00:00,2021-12-22 00:00:00,1639612800.0,1640131200.0,False,"Niederwaldstraße 11, 09123 Chemnitz, Deutschland",50.78248,12.97325
Oberschule „Am Flughafen“ in Chemnitz,2021-12-15,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_15_OS_Flughafen_Chemnitz.pdf,16.12.2021 bis 22.12.2021,2021-12-16 00:00:00,2021-12-22 00:00:00,1639612800.0,1640131200.0,False,"Str. Usti nad Labem 277, 09119 Chemnitz, Deutschland",50.8055546,12.8858475
